,0
"('46_templar_assassin', '70_ursa', '103_elder_titan', '129_mars', '123_hoodwink')",1
"('14_pudge', '36_necrolyte', '46_templar_assassin', '78_brewmaster', '123_hoodwink')",1
"('23_kunkka', '72_gyrocopter', '86_rubick', '94_medusa', '126_void_spirit')",1
"('19_tiny', '26_lion', '41_faceless_void', '57_omniknight', '129_mars')",1
"('26_lion', '47_viper', '48_luna', '49_dragon_knight', '78_brewmaster')",1
"('1_antimage', '16_sand_king', '41_faceless_void', '85_undying', '128_snapfire')",1
"('10_morphling', '13_puck', '26_lion', '102_abaddon', '129_mars')",1
"('9_mirana', '48_luna', '49_dragon_knight', '81_chaos_knight', '123_hoodwink')",1
"('26_lion', '41_faceless_void', '76_obsidian_destroyer', '97_magnataur', '121_grimstroke')",1
"('14_pudge', '52_leshrac', '55_dark_seer', '58_enchantress', '123_hoodwink')",1
"('13_puck', '41_faceless_void', '48_luna', '92_visage', '123_hoodwink')",1
"('9_mirana', '16_sand_king', '17_storm_spirit', '41_faceless_void', '58_enchantress')",1
"('2_axe', '46_templar_assassin', '88_nyx_assassin', '112_winter_wyvern', '121_grimstroke')",1
"('4_bloodseeker', '46_templar_assassin', '52_leshrac', '68_ancient_apparition', '78_brewmaster')",1
"('13_puck', '53_furion', '65_batrider', '83_treant', '123_hoodwink')",1
"('26_lion', '74_invoker', '97_magnataur', '110_phoenix', '129_mars')",1
"('25_lina', '49_dragon_knight', '51_rattletrap', '55_dark_seer', '88_nyx_assassin')",1
"('25_lina', '79_shadow_demon', '93_slark', '98_shredder', '102_abaddon')",1
"('15_razor', '26_lion', '52_leshrac', '107_earth_spirit', '126_void_spirit')",1
"('15_razor', '61_broodmother', '70_ursa', '79_shadow_demon', '88_nyx_assassin')",1
"('13_puck', '40_venomancer', '44_phantom_assassin', '68_ancient_apparition', '100_tusk')",1
"('16_sand_king', '29_tidehunter', '68_ancient_apparition', '79_shadow_demon', '109_terrorblade')",1
"('13_puck', '16_sand_king', '26_lion', '68_ancient_apparition', '93_slark')",1
"('4_bloodseeker', '26_lion', '39_queenofpain', '78_brewmaster', '123_hoodwink')",1
"('34_tinker', '69_doom_bringer', '75_silencer', '99_bristleback', '112_winter_wyvern')",1
"('9_mirana', '12_phantom_lancer', '26_lion', '41_faceless_void', '128_snapfire')",1
"('14_pudge', '47_viper', '48_luna', '63_weaver', '112_winter_wyvern')",1
"('21_windrunner', '68_ancient_apparition', '98_shredder', '100_tusk', '109_terrorblade')",1
"('8_juggernaut', '23_kunkka', '26_lion', '129_mars', '128_snapfire')",1
"('18_sven', '25_lina', '46_templar_assassin', '57_omniknight', '129_mars')",1
"('4_bloodseeker', '10_morphling', '71_spirit_breaker', '85_undying', '119_dark_willow')",1
"('55_dark_seer', '58_enchantress', '93_slark', '107_earth_spirit', '126_void_spirit')",1
"('62_bounty_hunter', '87_disruptor', '93_slark', '97_magnataur', '106_ember_spirit')",1
"('14_pudge', '55_dark_seer', '74_invoker', '88_nyx_assassin', '128_snapfire')",1
"('17_storm_spirit', '78_brewmaster', '90_keeper_of_the_light', '94_medusa', '106_ember_spirit')",1
"('16_sand_king', '41_faceless_void', '59_huskar', '68_ancient_apparition', '107_earth_spirit')",1
"('27_shadow_shaman', '46_templar_assassin', '78_brewmaster', '88_nyx_assassin', '106_ember_spirit')",1
"('4_bloodseeker', '9_mirana', '29_tidehunter', '46_templar_assassin', '72_gyrocopter')",1
"('9_mirana', '10_morphling', '16_sand_king', '93_slark', '121_grimstroke')",1
"('16_sand_king', '44_phantom_assassin', '55_dark_seer', '107_earth_spirit', '123_hoodwink')",1
"('6_drow_ranger', '16_sand_king', '25_lina', '26_lion', '86_rubick')",1
"('25_lina', '63_weaver', '103_elder_titan', '120_pangolier', '126_void_spirit')",1
"('25_lina', '48_luna', '84_ogre_magi', '90_keeper_of_the_light', '120_pangolier')",1
"('12_phantom_lancer', '33_enigma', '47_viper', '88_nyx_assassin', '97_magnataur')",1
"('61_broodmother', '68_ancient_apparition', '93_slark', '97_magnataur', '123_hoodwink')",1
"('46_templar_assassin', '55_dark_seer', '68_ancient_apparition', '88_nyx_assassin', '114_monkey_king')",1
"('7_earthshaker', '14_pudge', '53_furion', '102_abaddon', '129_mars')",1
"('26_lion', '74_invoker', '85_undying', '109_terrorblade', '129_mars')",1
"('17_storm_spirit', '34_tinker', '68_ancient_apparition', '97_magnataur', '98_shredder')",1
"('55_dark_seer', '88_nyx_assassin', '93_slark', '121_grimstroke', '128_snapfire')",1
"('1_antimage', '47_viper', '51_rattletrap', '98_shredder', '129_mars')",1
"('9_mirana', '23_kunkka', '26_lion', '52_leshrac', '120_pangolier')",1
"('9_mirana', '54_life_stealer', '58_enchantress', '76_obsidian_destroyer', '129_mars')",1
"('8_juggernaut', '16_sand_king', '26_lion', '39_queenofpain', '121_grimstroke')",1
"('41_faceless_void', '56_clinkz', '70_ursa', '85_undying', '128_snapfire')",1
"('4_bloodseeker', '25_lina', '72_gyrocopter', '84_ogre_magi', '102_abaddon')",1
"('46_templar_assassin', '52_leshrac', '57_omniknight', '78_brewmaster', '93_slark')",1
"('9_mirana', '16_sand_king', '22_zuus', '58_enchantress', '99_bristleback')",1
"('10_morphling', '23_kunkka', '47_viper', '102_abaddon', '123_hoodwink')",1
"('13_puck', '18_sven', '68_ancient_apparition', '100_tusk', '129_mars')",1
"('25_lina', '41_faceless_void', '68_ancient_apparition', '100_tusk', '104_legion_commander')",1
"('11_nevermore', '14_pudge', '55_dark_seer', '72_gyrocopter', '87_disruptor')",1
"('8_juggernaut', '19_tiny', '30_witch_doctor', '79_shadow_demon', '98_shredder')",1
"('19_tiny', '25_lina', '48_luna', '58_enchantress', '104_legion_commander')",1
"('10_morphling', '19_tiny', '29_tidehunter', '51_rattletrap', '128_snapfire')",1
"('11_nevermore', '15_razor', '30_witch_doctor', '51_rattletrap', '60_night_stalker')",1
"('19_tiny', '68_ancient_apparition', '94_medusa', '98_shredder', '123_hoodwink')",1
"('16_sand_king', '44_phantom_assassin', '101_skywrath_mage', '102_abaddon', '126_void_spirit')",1
"('26_lion', '43_death_prophet', '69_doom_bringer', '80_lone_druid', '102_abaddon')",1
"('1_antimage', '26_lion', '37_warlock', '61_broodmother', '106_ember_spirit')",1
"('42_skeleton_king', '46_templar_assassin', '69_doom_bringer', '88_nyx_assassin', '112_winter_wyvern')",1
"('13_puck', '20_vengefulspirit', '29_tidehunter', '95_troll_warlord', '128_snapfire')",1
"('41_faceless_void', '52_leshrac', '88_nyx_assassin', '98_shredder', '128_snapfire')",1
"('17_storm_spirit', '58_enchantress', '69_doom_bringer', '70_ursa', '119_dark_willow')",1
"('9_mirana', '16_sand_king', '18_sven', '74_invoker', '112_winter_wyvern')",1
"('19_tiny', '42_skeleton_king', '97_magnataur', '121_grimstroke', '128_snapfire')",1
"('9_mirana', '11_nevermore', '41_faceless_void', '99_bristleback', '103_elder_titan')",1
"('16_sand_king', '46_templar_assassin', '107_earth_spirit', '114_monkey_king', '121_grimstroke')",1
"('47_viper', '85_undying', '93_slark', '112_winter_wyvern', '129_mars')",1
"('25_lina', '67_spectre', '100_tusk', '121_grimstroke', '129_mars')",1
"('2_axe', '6_drow_ranger', '19_tiny', '103_elder_titan', '110_phoenix')",1
"('54_life_stealer', '79_shadow_demon', '99_bristleback', '126_void_spirit', '128_snapfire')",1
"('33_enigma', '46_templar_assassin', '51_rattletrap', '98_shredder', '99_bristleback')",1
"('43_death_prophet', '61_broodmother', '70_ursa', '107_earth_spirit', '111_oracle')",1
"('19_tiny', '86_rubick', '94_medusa', '96_centaur', '100_tusk')",1
"('37_warlock', '70_ursa', '104_legion_commander', '106_ember_spirit', '121_grimstroke')",1
"('26_lion', '95_troll_warlord', '98_shredder', '103_elder_titan', '129_mars')",1
"('6_drow_ranger', '11_nevermore', '28_slardar', '51_rattletrap', '91_wisp')",1
"('19_tiny', '47_viper', '54_life_stealer', '86_rubick', '97_magnataur')",1
"('27_shadow_shaman', '28_slardar', '46_templar_assassin', '70_ursa', '102_abaddon')",1
"('54_life_stealer', '65_batrider', '69_doom_bringer', '83_treant', '121_grimstroke')",1
"('8_juggernaut', '15_razor', '26_lion', '29_tidehunter', '123_hoodwink')",1
"('12_phantom_lancer', '21_windrunner', '61_broodmother', '88_nyx_assassin', '111_oracle')",1
"('8_juggernaut', '19_tiny', '26_lion', '33_enigma', '68_ancient_apparition')",1
"('9_mirana', '16_sand_king', '58_enchantress', '70_ursa', '112_winter_wyvern')",1
"('18_sven', '27_shadow_shaman', '76_obsidian_destroyer', '78_brewmaster', '121_grimstroke')",1
"('2_axe', '52_leshrac', '94_medusa', '102_abaddon', '110_phoenix')",1
"('25_lina', '45_pugna', '70_ursa', '83_treant', '129_mars')",1
"('19_tiny', '84_ogre_magi', '104_legion_commander', '129_mars', '128_snapfire')",1
"('9_mirana', '15_razor', '83_treant', '94_medusa', '129_mars')",1
"('5_crystal_maiden', '70_ursa', '74_invoker', '83_treant', '96_centaur')",1
"('8_juggernaut', '13_puck', '26_lion', '97_magnataur', '102_abaddon')",1
"('2_axe', '13_puck', '54_life_stealer', '86_rubick', '103_elder_titan')",1
"('11_nevermore', '29_tidehunter', '38_beastmaster', '58_enchantress', '67_spectre')",1
"('2_axe', '46_templar_assassin', '102_abaddon', '110_phoenix', '121_grimstroke')",1
"('18_sven', '25_lina', '85_undying', '106_ember_spirit', '129_mars')",1
"('8_juggernaut', '31_lich', '75_silencer', '96_centaur', '106_ember_spirit')",1
"('26_lion', '33_enigma', '52_leshrac', '94_medusa', '96_centaur')",1
"('10_morphling', '79_shadow_demon', '96_centaur', '103_elder_titan', '106_ember_spirit')",1
"('26_lion', '54_life_stealer', '98_shredder', '102_abaddon', '106_ember_spirit')",1
"('8_juggernaut', '25_lina', '37_warlock', '74_invoker', '96_centaur')",1
"('17_storm_spirit', '44_phantom_assassin', '98_shredder', '102_abaddon', '121_grimstroke')",1
"('8_juggernaut', '26_lion', '29_tidehunter', '43_death_prophet', '46_templar_assassin')",1
"('27_shadow_shaman', '55_dark_seer', '94_medusa', '99_bristleback', '100_tusk')",1
"('18_sven', '52_leshrac', '83_treant', '110_phoenix', '129_mars')",1
"('44_phantom_assassin', '47_viper', '65_batrider', '100_tusk', '111_oracle')",1
"('2_axe', '19_tiny', '42_skeleton_king', '86_rubick', '121_grimstroke')",1
"('2_axe', '44_phantom_assassin', '61_broodmother', '102_abaddon', '128_snapfire')",1
"('46_templar_assassin', '47_viper', '51_rattletrap', '55_dark_seer', '128_snapfire')",1
"('2_axe', '8_juggernaut', '26_lion', '102_abaddon', '106_ember_spirit')",1
"('42_skeleton_king', '43_death_prophet', '103_elder_titan', '106_ember_spirit', '121_grimstroke')",1
"('79_shadow_demon', '96_centaur', '109_terrorblade', '126_void_spirit', '128_snapfire')",1
"('19_tiny', '23_kunkka', '44_phantom_assassin', '68_ancient_apparition', '96_centaur')",1
"('3_bane', '44_phantom_assassin', '106_ember_spirit', '119_dark_willow', '129_mars')",1
"('1_antimage', '5_crystal_maiden', '10_morphling', '27_shadow_shaman', '88_nyx_assassin')",1
"('17_storm_spirit', '54_life_stealer', '61_broodmother', '110_phoenix', '121_grimstroke')",1
"('79_shadow_demon', '94_medusa', '129_mars', '126_void_spirit', '128_snapfire')",1
"('19_tiny', '45_pugna', '54_life_stealer', '129_mars', '128_snapfire')",1
"('26_lion', '42_skeleton_king', '68_ancient_apparition', '74_invoker', '81_chaos_knight')",1
"('17_storm_spirit', '86_rubick', '109_terrorblade', '129_mars', '128_snapfire')",1
"('42_skeleton_king', '46_templar_assassin', '68_ancient_apparition', '101_skywrath_mage', '104_legion_commander')",1
"('19_tiny', '51_rattletrap', '94_medusa', '96_centaur', '101_skywrath_mage')",1
"('43_death_prophet', '88_nyx_assassin', '93_slark', '98_shredder', '112_winter_wyvern')",1
"('19_tiny', '55_dark_seer', '71_spirit_breaker', '88_nyx_assassin', '99_bristleback')",1
"('25_lina', '42_skeleton_king', '58_enchantress', '96_centaur', '128_snapfire')",1
"('17_storm_spirit', '41_faceless_void', '51_rattletrap', '68_ancient_apparition', '104_legion_commander')",1
"('26_lion', '29_tidehunter', '48_luna', '88_nyx_assassin', '106_ember_spirit')",1
"('25_lina', '30_witch_doctor', '44_phantom_assassin', '69_doom_bringer', '112_winter_wyvern')",1
"('51_rattletrap', '95_troll_warlord', '102_abaddon', '106_ember_spirit', '128_snapfire')",1
"('47_viper', '58_enchantress', '61_broodmother', '69_doom_bringer', '100_tusk')",1
"('2_axe', '8_juggernaut', '21_windrunner', '64_jakiro', '90_keeper_of_the_light')",1
"('12_phantom_lancer', '19_tiny', '68_ancient_apparition', '86_rubick', '129_mars')",1
"('9_mirana', '10_morphling', '100_tusk', '106_ember_spirit', '128_snapfire')",1
"('16_sand_king', '26_lion', '98_shredder', '109_terrorblade', '128_snapfire')",1
"('13_puck', '42_skeleton_king', '43_death_prophet', '58_enchantress', '69_doom_bringer')",1
"('9_mirana', '22_zuus', '49_dragon_knight', '83_treant', '109_terrorblade')",1
"('9_mirana', '39_queenofpain', '41_faceless_void', '83_treant', '129_mars')",1
"('5_crystal_maiden', '9_mirana', '44_phantom_assassin', '96_centaur', '97_magnataur')",1
"('2_axe', '8_juggernaut', '30_witch_doctor', '106_ember_spirit', '119_dark_willow')",1
"('7_earthshaker', '9_mirana', '10_morphling', '32_riki', '58_enchantress')",1
"('9_mirana', '18_sven', '23_kunkka', '37_warlock', '82_meepo')",1
"('13_puck', '65_batrider', '88_nyx_assassin', '95_troll_warlord', '121_grimstroke')",1
"('13_puck', '29_tidehunter', '44_phantom_assassin', '111_oracle', '119_dark_willow')",1
"('8_juggernaut', '9_mirana', '39_queenofpain', '121_grimstroke', '129_mars')",1
"('1_antimage', '17_storm_spirit', '25_lina', '121_grimstroke', '129_mars')",1
"('2_axe', '17_storm_spirit', '58_enchantress', '94_medusa', '103_elder_titan')",1
"('41_faceless_void', '68_ancient_apparition', '88_nyx_assassin', '96_centaur', '126_void_spirit')",1
"('13_puck', '37_warlock', '86_rubick', '94_medusa', '96_centaur')",1
"('2_axe', '42_skeleton_king', '45_pugna', '68_ancient_apparition', '110_phoenix')",1
"('13_puck', '36_necrolyte', '42_skeleton_king', '51_rattletrap', '58_enchantress')",1
"('6_drow_ranger', '17_storm_spirit', '55_dark_seer', '84_ogre_magi', '107_earth_spirit')",1
"('9_mirana', '47_viper', '70_ursa', '83_treant', '129_mars')",1
"('19_tiny', '58_enchantress', '68_ancient_apparition', '97_magnataur', '106_ember_spirit')",1
"('52_leshrac', '55_dark_seer', '88_nyx_assassin', '94_medusa', '110_phoenix')",1
"('13_puck', '83_treant', '94_medusa', '129_mars', '128_snapfire')",1
"('14_pudge', '59_huskar', '91_wisp', '120_pangolier', '121_grimstroke')",1
"('19_tiny', '51_rattletrap', '61_broodmother', '95_troll_warlord', '119_dark_willow')",1
"('10_morphling', '38_beastmaster', '85_undying', '92_visage', '119_dark_willow')",1
"('2_axe', '9_mirana', '13_puck', '70_ursa', '128_snapfire')",1
"('19_tiny', '25_lina', '37_warlock', '48_luna', '96_centaur')",1
"('8_juggernaut', '60_night_stalker', '86_rubick', '97_magnataur', '121_grimstroke')",1
"('13_puck', '87_disruptor', '89_naga_siren', '100_tusk', '128_snapfire')",1
"('13_puck', '33_enigma', '48_luna', '65_batrider', '83_treant')",1
"('55_dark_seer', '87_disruptor', '88_nyx_assassin', '94_medusa', '114_monkey_king')",1
"('19_tiny', '21_windrunner', '42_skeleton_king', '87_disruptor', '97_magnataur')",1
"('46_templar_assassin', '67_spectre', '87_disruptor', '88_nyx_assassin', '98_shredder')",1
"('21_windrunner', '46_templar_assassin', '52_leshrac', '83_treant', '108_abyssal_underlord')",1
"('11_nevermore', '27_shadow_shaman', '48_luna', '65_batrider', '83_treant')",1
"('2_axe', '42_skeleton_king', '58_enchantress', '101_skywrath_mage', '126_void_spirit')",1
"('43_death_prophet', '61_broodmother', '69_doom_bringer', '100_tusk', '128_snapfire')",1
"('2_axe', '26_lion', '41_faceless_void', '46_templar_assassin', '102_abaddon')",1
"('38_beastmaster', '46_templar_assassin', '61_broodmother', '88_nyx_assassin', '110_phoenix')",1
"('15_razor', '25_lina', '47_viper', '96_centaur', '112_winter_wyvern')",1
"('54_life_stealer', '61_broodmother', '96_centaur', '102_abaddon', '123_hoodwink')",1
"('17_storm_spirit', '19_tiny', '46_templar_assassin', '72_gyrocopter', '98_shredder')",1
"('2_axe', '70_ursa', '86_rubick', '106_ember_spirit', '121_grimstroke')",1
"('42_skeleton_king', '74_invoker', '110_phoenix', '129_mars', '128_snapfire')",1
"('13_puck', '51_rattletrap', '93_slark', '97_magnataur', '112_winter_wyvern')",1
"('8_juggernaut', '19_tiny', '55_dark_seer', '88_nyx_assassin', '121_grimstroke')",1
"('4_bloodseeker', '17_storm_spirit', '58_enchantress', '88_nyx_assassin', '129_mars')",1
"('16_sand_king', '48_luna', '61_broodmother', '79_shadow_demon', '110_phoenix')",1
"('12_phantom_lancer', '68_ancient_apparition', '88_nyx_assassin', '106_ember_spirit', '108_abyssal_underlord')",1
"('25_lina', '39_queenofpain', '41_faceless_void', '68_ancient_apparition', '129_mars')",1
"('5_crystal_maiden', '19_tiny', '61_broodmother', '70_ursa', '79_shadow_demon')",1
"('5_crystal_maiden', '40_venomancer', '46_templar_assassin', '49_dragon_knight', '69_doom_bringer')",1
"('27_shadow_shaman', '42_skeleton_king', '43_death_prophet', '61_broodmother', '68_ancient_apparition')",1
"('17_storm_spirit', '70_ursa', '71_spirit_breaker', '119_dark_willow', '128_snapfire')",1
"('19_tiny', '68_ancient_apparition', '86_rubick', '94_medusa', '104_legion_commander')",1
"('58_enchantress', '69_doom_bringer', '70_ursa', '88_nyx_assassin', '106_ember_spirit')",1
"('8_juggernaut', '25_lina', '97_magnataur', '121_grimstroke', '123_hoodwink')",1
"('2_axe', '70_ursa', '97_magnataur', '120_pangolier', '121_grimstroke')",1
"('2_axe', '37_warlock', '43_death_prophet', '96_centaur', '101_skywrath_mage')",1
"('52_leshrac', '54_life_stealer', '103_elder_titan', '120_pangolier', '129_mars')",1
"('9_mirana', '16_sand_king', '46_templar_assassin', '90_keeper_of_the_light', '99_bristleback')",1
"('1_antimage', '15_razor', '33_enigma', '58_enchantress', '129_mars')",1
"('17_storm_spirit', '25_lina', '30_witch_doctor', '70_ursa', '81_chaos_knight')",1
"('9_mirana', '19_tiny', '60_night_stalker', '94_medusa', '111_oracle')",1
"('29_tidehunter', '52_leshrac', '83_treant', '94_medusa', '128_snapfire')",1
"('1_antimage', '19_tiny', '26_lion', '129_mars', '128_snapfire')",1
"('25_lina', '42_skeleton_king', '96_centaur', '110_phoenix', '126_void_spirit')",1
"('2_axe', '10_morphling', '74_invoker', '110_phoenix', '119_dark_willow')",1
"('23_kunkka', '41_faceless_void', '68_ancient_apparition', '129_mars', '128_snapfire')",1
"('9_mirana', '17_storm_spirit', '29_tidehunter', '42_skeleton_king', '72_gyrocopter')",1
"('23_kunkka', '54_life_stealer', '61_broodmother', '86_rubick', '128_snapfire')",1
"('26_lion', '42_skeleton_king', '68_ancient_apparition', '74_invoker', '104_legion_commander')",1
"('9_mirana', '49_dragon_knight', '70_ursa', '129_mars', '123_hoodwink')",1
"('10_morphling', '19_tiny', '37_warlock', '86_rubick', '120_pangolier')",1
"('2_axe', '8_juggernaut', '45_pugna', '121_grimstroke', '129_mars')",1
"('13_puck', '53_furion', '76_obsidian_destroyer', '97_magnataur', '128_snapfire')",1
"('41_faceless_void', '103_elder_titan', '110_phoenix', '129_mars', '126_void_spirit')",1
"('23_kunkka', '51_rattletrap', '57_omniknight', '72_gyrocopter', '121_grimstroke')",1
"('23_kunkka', '72_gyrocopter', '91_wisp', '120_pangolier', '128_snapfire')",1
"('9_mirana', '16_sand_king', '44_phantom_assassin', '83_treant', '129_mars')",1
"('14_pudge', '58_enchantress', '61_broodmother', '74_invoker', '87_disruptor')",1
"('30_witch_doctor', '61_broodmother', '72_gyrocopter', '106_ember_spirit', '107_earth_spirit')",1
"('15_razor', '72_gyrocopter', '88_nyx_assassin', '91_wisp', '104_legion_commander')",1
"('26_lion', '40_venomancer', '47_viper', '70_ursa', '128_snapfire')",1
"('56_clinkz', '67_spectre', '75_silencer', '84_ogre_magi', '96_centaur')",1
"('11_nevermore', '26_lion', '60_night_stalker', '90_keeper_of_the_light', '98_shredder')",1
"('10_morphling', '47_viper', '87_disruptor', '129_mars', '128_snapfire')",1
"('21_windrunner', '28_slardar', '42_skeleton_king', '97_magnataur', '128_snapfire')",1
"('6_drow_ranger', '11_nevermore', '23_kunkka', '58_enchantress', '85_undying')",1
"('26_lion', '52_leshrac', '70_ursa', '78_brewmaster', '102_abaddon')",1
"('4_bloodseeker', '9_mirana', '30_witch_doctor', '59_huskar', '98_shredder')",1
"('26_lion', '67_spectre', '74_invoker', '96_centaur', '102_abaddon')",1
"('12_phantom_lancer', '17_storm_spirit', '26_lion', '60_night_stalker', '121_grimstroke')",1
"('30_witch_doctor', '52_leshrac', '67_spectre', '97_magnataur', '105_techies')",1
"('1_antimage', '19_tiny', '52_leshrac', '69_doom_bringer', '102_abaddon')",1
"('23_kunkka', '46_templar_assassin', '52_leshrac', '84_ogre_magi', '100_tusk')",1
"('9_mirana', '10_morphling', '16_sand_king', '121_grimstroke', '129_mars')",1
"('37_warlock', '52_leshrac', '61_broodmother', '67_spectre', '88_nyx_assassin')",1
"('46_templar_assassin', '79_shadow_demon', '86_rubick', '97_magnataur', '104_legion_commander')",1
"('10_morphling', '25_lina', '51_rattletrap', '88_nyx_assassin', '98_shredder')",1
"('19_tiny', '30_witch_doctor', '109_terrorblade', '119_dark_willow', '129_mars')",1
"('8_juggernaut', '17_storm_spirit', '90_keeper_of_the_light', '129_mars', '123_hoodwink')",1
"('10_morphling', '61_broodmother', '76_obsidian_destroyer', '101_skywrath_mage', '102_abaddon')",1
"('9_mirana', '94_medusa', '96_centaur', '106_ember_spirit', '121_grimstroke')",1
"('25_lina', '41_faceless_void', '46_templar_assassin', '60_night_stalker', '103_elder_titan')",1
"('10_morphling', '13_puck', '51_rattletrap', '85_undying', '99_bristleback')",1
"('2_axe', '19_tiny', '25_lina', '94_medusa', '128_snapfire')",1
"('12_phantom_lancer', '88_nyx_assassin', '99_bristleback', '102_abaddon', '108_abyssal_underlord')",1
"('26_lion', '83_treant', '95_troll_warlord', '97_magnataur', '120_pangolier')",1
"('13_puck', '28_slardar', '84_ogre_magi', '86_rubick', '109_terrorblade')",1
"('1_antimage', '13_puck', '61_broodmother', '107_earth_spirit', '121_grimstroke')",1
"('5_crystal_maiden', '13_puck', '38_beastmaster', '59_huskar', '62_bounty_hunter')",1
"('41_faceless_void', '52_leshrac', '83_treant', '110_phoenix', '129_mars')",1
"('19_tiny', '68_ancient_apparition', '97_magnataur', '104_legion_commander', '120_pangolier')",1
"('61_broodmother', '70_ursa', '88_nyx_assassin', '106_ember_spirit', '111_oracle')",1
"('3_bane', '9_mirana', '43_death_prophet', '63_weaver', '96_centaur')",1
"('6_drow_ranger', '19_tiny', '103_elder_titan', '120_pangolier', '128_snapfire')",1
"('29_tidehunter', '69_doom_bringer', '74_invoker', '94_medusa', '119_dark_willow')",1
"('13_puck', '48_luna', '58_enchantress', '98_shredder', '100_tusk')",1
"('40_venomancer', '44_phantom_assassin', '51_rattletrap', '68_ancient_apparition', '129_mars')",1
"('19_tiny', '30_witch_doctor', '52_leshrac', '70_ursa', '81_chaos_knight')",1
"('8_juggernaut', '55_dark_seer', '58_enchantress', '71_spirit_breaker', '126_void_spirit')",1
"('1_antimage', '19_tiny', '26_lion', '53_furion', '100_tusk')",1
"('26_lion', '70_ursa', '74_invoker', '75_silencer', '96_centaur')",1
"('11_nevermore', '42_skeleton_king', '68_ancient_apparition', '86_rubick', '129_mars')",1
"('28_slardar', '37_warlock', '70_ursa', '106_ember_spirit', '128_snapfire')",1
"('10_morphling', '36_necrolyte', '58_enchantress', '69_doom_bringer', '106_ember_spirit')",1
"('19_tiny', '40_venomancer', '46_templar_assassin', '68_ancient_apparition', '88_nyx_assassin')",1
"('13_puck', '26_lion', '29_tidehunter', '48_luna', '110_phoenix')",1
"('1_antimage', '23_kunkka', '40_venomancer', '88_nyx_assassin', '110_phoenix')",1
"('17_storm_spirit', '83_treant', '94_medusa', '96_centaur', '110_phoenix')",1
"('18_sven', '19_tiny', '27_shadow_shaman', '57_omniknight', '68_ancient_apparition')",1
"('27_shadow_shaman', '28_slardar', '42_skeleton_king', '52_leshrac', '110_phoenix')",1
"('19_tiny', '38_beastmaster', '88_nyx_assassin', '94_medusa', '128_snapfire')",1
"('41_faceless_void', '74_invoker', '100_tusk', '101_skywrath_mage', '129_mars')",1
"('31_lich', '67_spectre', '74_invoker', '96_centaur', '128_snapfire')",1
"('42_skeleton_king', '46_templar_assassin', '68_ancient_apparition', '96_centaur', '128_snapfire')",1
"('43_death_prophet', '46_templar_assassin', '83_treant', '119_dark_willow', '126_void_spirit')",1
"('20_vengefulspirit', '55_dark_seer', '88_nyx_assassin', '94_medusa', '103_elder_titan')",1
"('43_death_prophet', '93_slark', '96_centaur', '112_winter_wyvern', '128_snapfire')",1
"('51_rattletrap', '70_ursa', '74_invoker', '81_chaos_knight', '128_snapfire')",1
"('10_morphling', '46_templar_assassin', '87_disruptor', '110_phoenix', '129_mars')",1
"('10_morphling', '15_razor', '19_tiny', '28_slardar', '91_wisp')",1
"('4_bloodseeker', '8_juggernaut', '37_warlock', '94_medusa', '128_snapfire')",1
"('6_drow_ranger', '28_slardar', '51_rattletrap', '52_leshrac', '128_snapfire')",1
"('23_kunkka', '37_warlock', '42_skeleton_king', '100_tusk', '108_abyssal_underlord')",1
"('2_axe', '9_mirana', '30_witch_doctor', '94_medusa', '110_phoenix')",1
"('17_storm_spirit', '26_lion', '46_templar_assassin', '50_dazzle', '89_naga_siren')",1
"('46_templar_assassin', '48_luna', '83_treant', '121_grimstroke', '129_mars')",1
"('3_bane', '19_tiny', '62_bounty_hunter', '110_phoenix', '129_mars')",1
"('13_puck', '54_life_stealer', '100_tusk', '101_skywrath_mage', '104_legion_commander')",1
"('32_riki', '44_phantom_assassin', '55_dark_seer', '88_nyx_assassin', '103_elder_titan')",1
"('42_skeleton_king', '85_undying', '88_nyx_assassin', '96_centaur', '106_ember_spirit')",1
"('2_axe', '16_sand_king', '100_tusk', '106_ember_spirit', '123_hoodwink')",1
"('15_razor', '41_faceless_void', '58_enchantress', '126_void_spirit', '128_snapfire')",1
"('6_drow_ranger', '60_night_stalker', '121_grimstroke', '126_void_spirit', '123_hoodwink')",1
"('15_razor', '26_lion', '98_shredder', '99_bristleback', '111_oracle')",1
"('46_templar_assassin', '100_tusk', '104_legion_commander', '109_terrorblade', '121_grimstroke')",1
"('12_phantom_lancer', '19_tiny', '25_lina', '37_warlock', '96_centaur')",1
"('19_tiny', '36_necrolyte', '88_nyx_assassin', '95_troll_warlord', '121_grimstroke')",1
"('49_dragon_knight', '94_medusa', '101_skywrath_mage', '121_grimstroke', '129_mars')",1
"('26_lion', '61_broodmother', '94_medusa', '106_ember_spirit', '128_snapfire')",1
"('3_bane', '57_omniknight', '97_magnataur', '109_terrorblade', '119_dark_willow')",1
"('52_leshrac', '67_spectre', '96_centaur', '119_dark_willow', '123_hoodwink')",1
"('23_kunkka', '58_enchantress', '77_lycan', '88_nyx_assassin', '98_shredder')",1
"('26_lion', '51_rattletrap', '65_batrider', '94_medusa', '106_ember_spirit')",1
"('12_phantom_lancer', '26_lion', '29_tidehunter', '58_enchantress', '97_magnataur')",1
"('23_kunkka', '26_lion', '48_luna', '51_rattletrap', '129_mars')",1
"('23_kunkka', '31_lich', '37_warlock', '94_medusa', '102_abaddon')",1
